Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
304.0,3,Maine,4,54,43,,Oct 31,,,,,,,,Emerson Coll.-3
299.0,5,Maine,4,53,40,,Oct 27,,,,,,,,SurveyUSA-5
297.0,5,Maine,4,51,38,,Oct 25,,,,,,,,Colby Coll.-5
278.0,5,Maine,4,50,40,,Oct 06,,,,,,,,Pan Atlantic Research-5
273.5,10,Maine,4,51,40,,Oct 04,,,,,,,,Critical Insights-10
264.0,7,Maine,4,50,39,,Sep 23,,,,,,,,Colby Coll.-7
262.5,4,Maine,4,51,39,,Sep 20,,,,,,,,Suffolk U.-4
257.5,6,Maine,4,55,38,,Sep 16,,,,,,,,Siena Coll.-6
256.0,5,Maine,4,59,38,,Sep 14,,,,,,,,Quinnipiac U.-5
246.0,7,Maine,4,54,40,,Sep 05,,,,,,,,Fabrizio Ward/Hart Research-7
216.0,13,Maine,4,45,38,,Aug 09,,,,,,,,Critical Insights-13
214.0,5,Maine,4,52,37,,Aug 03,,,,,,,,Quinnipiac U.-5
212.0,7,Maine,4,50,39,,Aug 02,,,,,,,,RMG Research-7
205.5,2,Maine,4,53,42,,Jul 24,,,,,,,,PPP-2
203.0,7,Maine,4,50,38,,Jul 24,,,,,,,,Colby College-7
184.5,2,Maine,4,53,42,,Jul 03,,,,,,,,PPP-2
 62.5,2,Maine,4,52,42,,Mar 03,,,,,,,,PPP-2
312.0,1,Maryland,10,64,35,,Nov 07,,,,,,,,Election 2020-1
295.5,6,Maryland,10,58,33,,Oct 24,,,,,,,,Gonzales Research-6
276.0,5,Maryland,10,61,30,,Oct 04,,,,,,,,Goucher College-5
251.5,8,Maryland,10,62,30,,Sep 11,,,,,,,,OpinionWorks-8
142.0,5,Maryland,10,59,35,,May 23,,,,,,,,Gonzales Research-5
 47.0,7,Maryland,10,60,35,,Feb 19,,,,,,,,Goucher Coll.-7
312.0,1,Massachusetts,11,67,31,,Nov 07,,,,,,,,Election 2020-1
300.5,8,Massachusetts,11,62,28,,Oct 30,,,,,,,,MassINC-8
291.5,8,Massachusetts,11,64,29,,Oct 21,,,,,,,,YouGov-8
239.0,3,Massachusetts,11,69,31,,Aug 27,,,,,,,,Emerson Coll.-3
220.5,4,Massachusetts,11,63,27,,Aug 09,,,,,,,,MassINC-4
216.5,8,Massachusetts,11,61,28,,Aug 07,,,,,,,,YouGov-8
200.5,4,Massachusetts,11,55,23,,Jul 20,,,,,,,,MassINC-4
126.5,2,Massachusetts,11,67,33,,May 06,,,,,,,,Emerson Coll.-2
120.0,5,Massachusetts,11,58,30,,May 01,,,,,,,,U. of Mass.-5
 96.5,4,Massachusetts,11,69,31,,Apr 07,,,,,,,,Emerson Coll.-4
312.0,1,Michigan,16,50,49,,Nov 07,,,,,,,,Election 2020-1
305.5,2,Michigan,16,50,43,,Nov 01,,,,,,,,Research Co.-2
304.5,2,Michigan,16,48,46,,Oct 31,,,,,,,,AtlasIntel-2
304.0,3,Michigan,16,52,46,,Oct 31,,,,,,,,Emerson Coll.-3
303.5,2,Michigan,16,54,44,,Oct 30,,,,,,,,PPP-2
303.5,6,Michigan,16,53,45,,Nov 01,,,,,,,,Ipsos-6
302.0,3,Michigan,16,51,44,,Oct 29,,,,,,,,RMG Research-3
301.5,4,Michigan,16,54,41,,Oct 29,,,,,,,,Redfield and Wilton Strategies-4
300.5,4,Michigan,16,48,41,,Oct 28,,,,,,,,EPIC-MRA-4
300.5,8,Michigan,16,53,41,,Oct 30,,,,,,,,SSRS-8
300.5,10,Michigan,16,52,45,,Oct 31,,,,,,,,Morning Consult-10
298.5,4,Michigan,16,49,41,,Oct 26,,,,,,,,Siena Coll.-4
298.5,8,Michigan,16,54,41,,Oct 28,,,,,,,,Kiaer Research-8
297.0,7,Michigan,16,52,43,,Oct 26,,,,,,,,Ipsos-7
296.5,6,Michigan,16,51,44,,Oct 25,,,,,,,,Langer Research-6
295.5,2,Michigan,16,50,43,,Oct 22,,,,,,,,PPP-2
292.5,4,Michigan,16,50,41,,Oct 20,,,,,,,,Citizen Data-4
292.5,4,Michigan,16,52,40,,Oct 20,,,,,,,,Fox News-4
291.0,5,Michigan,16,48,39,,Oct 19,,,,,,,,EPIC-MRA-5
291.0,7,Michigan,16,51,44,,Oct 20,,,,,,,,Ipsos-7
291.0,9,Michigan,16,52,42,,Oct 21,,,,,,,,YouGov-9
289.5,10,Michigan,16,52,44,,Oct 20,,,,,,,,Morning Consult-10
287.5,4,Michigan,16,54,43,,Oct 15,,,,,,,,HarrisX-4
285.5,4,Michigan,16,51,42,,Oct 13,,,,,,,,Redfield and Wilton Strategies-4
284.5,6,Michigan,16,48,42,,Oct 13,,,,,,,,RMG Research-6
284.0,5,Michigan,16,48,39,,Oct 12,,,,,,,,EPIC-MRA-5
284.0,7,Michigan,16,51,43,,Oct 13,,,,,,,,Ipsos-7
283.5,4,Michigan,16,52,43,,Oct 11,,,,,,,,Civiqs-4
282.5,6,Michigan,16,48,40,,Oct 11,,,,,,,,Siena Coll.-6
281.5,4,Michigan,16,52,46,,Oct 09,,,,,,,,YouGov-4
280.5,2,Michigan,16,54,43,,Oct 07,,,,,,,,Emerson Coll.-2
280.5,10,Michigan,16,51,44,,Oct 11,,,,,,,,Morning Consult-10
279.0,3,Michigan,16,50,42,,Oct 06,,,,,,,,Redfield and Wilton Strategies-3
278.5,4,Michigan,16,51,42,,Oct 06,,,,,,,,Opinion Insight-4
278.0,9,Michigan,16,50,43,,Oct 08,,,,,,,,Baldwin Wallace U.-9
276.5,8,Michigan,16,51,43,,Oct 06,,,,,,,,Ipsos-8
275.5,4,Michigan,16,48,39,,Oct 03,,,,,,,,Glengariff Group-4
274.5,2,Michigan,16,50,44,,Oct 01,,,,,,,,PPP-2
268.5,4,Michigan,16,51,42,,Sep 26,,,,,,,,Redfield and Wilton Strategies-4
265.0,5,Michigan,16,52,44,,Sep 23,,,,,,,,Marist Coll.-5
260.5,6,Michigan,16,46,41,,Sep 19,,,,,,,,Marketing Resource Grp.-6
259.5,12,Michigan,16,51,45,,Sep 21,,,,,,,,YouGov-12
259.0,15,Michigan,16,50,42,,Sep 22,,,,,,,,Baldwin Wallace U.-15
257.5,6,Michigan,16,49,44,,Sep 16,,,,,,,,Ipsos-6
257.0,3,Michigan,16,49,39,,Sep 14,,,,,,,,Redfield and Wilton Strategies-3
257.0,5,Michigan,16,53,42,,Sep 15,,,,,,,,Civiqs-5
256.5,6,Michigan,16,48,40,,Sep 15,,,,,,,,EPIC-MRA-6
246.5,2,Michigan,16,53,44,,Sep 03,,,,,,,,Pulse Opinion Research-2
246.5,12,Michigan,16,50,43,,Sep 08,,,,,,,,Benenson Strategy/GS Strategy-12
246.0,3,Michigan,16,47,42,,Sep 03,,,,,,,,Glengariff Group-3
245.0,5,Michigan,16,51,40,,Sep 03,,,,,,,,Redfield and Wilton Strategies-5
244.5,4,Michigan,16,50,44,,Sep 02,,,,,,,,Opinion Insight-4
241.5,2,Michigan,16,48,44,,Aug 29,,,,,,,,PPP-2
238.5,10,Michigan,16,52,42,,Aug 30,,,,,,,,Morning Consult-10
230.0,3,Michigan,16,50,38,,Aug 18,,,,,,,,Redfield and Wilton Strategies-3
228.0,5,Michigan,16,49,46,,Aug 17,,,,,,,,Civiqs-5
214.0,11,Michigan,16,47,43,,Aug 06,,,,,,,,YouGov-11
210.5,2,Michigan,16,49,43,,Jul 29,,,,,,,,PPP-2
209.5,6,Michigan,16,51,40,,Jul 30,,,,,,,,EPIC-MRA-6
204.5,4,Michigan,16,48,42,,Jul 24,,,,,,,,YouGov-4
203.5,6,Michigan,16,49,37,,Jul 24,,,,,,,,Redfield and Wilton Strategies-6
203.5,10,Michigan,16,52,42,,Jul 26,,,,,,,,Morning Consult-10
203.0,7,Michigan,16,52,40,,Jul 24,,,,,,,,SSRS-7
201.0,3,Michigan,16,49,40,,Jul 20,,,,,,,,Fox News-3
191.5,2,Michigan,16,51,44,,Jul 10,,,,,,,,PPP-2
178.5,2,Michigan,16,50,44,,Jun 27,,,,,,,,PPP-2
167.0,3,Michigan,16,47,36,,Jun 16,,,,,,,,Redfield and Wilton Strategies-3
164.5,10,Michigan,16,47,36,,Jun 17,,,,,,,,Siena Coll.-10
162.5,4,Michigan,16,51,38,,Jun 12,,,,,,,,TIPP-4
155.5,8,Michigan,16,50,35,,Jun 07,,,,,,,,Kiaer Research-8
153.0,5,Michigan,16,53,41,,Jun 03,,,,,,,,EPIC-MRA-5
150.5,2,Michigan,16,50,44,,May 30,,,,,,,,PPP-2
139.5,2,Michigan,16,51,45,,May 19,,,,,,,,PPP-2
133.0,5,Michigan,16,47,39,,May 14,,,,,,,,Redfield and Wilton Strategies-5
119.5,2,Michigan,16,50,42,,Apr 29,,,,,,,,PPP-2
111.5,2,Michigan,16,51,44,,Apr 21,,,,,,,,PPP-2
110.5,4,Michigan,16,49,41,,Apr 21,,,,,,,,Fox News-4
108.5,6,Michigan,16,46,38,,Apr 20,,,,,,,,Ipsos-6
 81.0,9,Michigan,16,47,42,,Mar 25,,,,,,,,Baldwin Wallace U.-9
 78.0,5,Michigan,16,44,41,,Mar 20,,,,,,,,Marketing Resource-5
 68.0,3,Michigan,16,44,46,,Mar 09,,,,,,,,AtlasIntel-3
 67.0,3,Michigan,16,45,41,,Mar 08,,,,,,,,YouGov-3
 66.5,4,Michigan,16,48,41,,Mar 08,,,,,,,,Monmouth U.-4
 46.5,10,Michigan,16,46,43,,Feb 20,,,,,,,,YouGov-10
 46.0,7,Michigan,16,47,43,,Feb 18,,,,,,,,Quinnipiac U.-7
 43.0,13,Michigan,16,43,43,,Feb 18,,,,,,,,Expedition Strategies-13
 10.5,4,Michigan,16,50,44,,Jan 12,,,,,,,,EPIC-MRA-4
  5.0,5,Michigan,16,50,43,,Jan 07,,,,,,,,Glengariff-5
312.0,1,Minnesota,10,53,45,,Nov 07,,,,,,,,Election 2020-1
305.5,2,Minnesota,10,52,43,,Nov 01,,,,,,,,Research Co.-2
303.5,2,Minnesota,10,54,43,,Oct 30,,,,,,,,PPP-2
300.5,10,Minnesota,10,52,42,,Oct 31,,,,,,,,Morning Consult-10
299.0,5,Minnesota,10,47,42,,Oct 27,,,,,,,,SurveyUSA-5
293.5,20,Minnesota,10,54,39,,Oct 29,,,,,,,,St. Cloud State U.-20
292.5,4,Minnesota,10,53,43,,Oct 20,,,,,,,,Civiqs-4
292.0,5,Minnesota,10,48,42,,Oct 20,,,,,,,,SurveyUSA-5
289.5,10,Minnesota,10,51,42,,Oct 20,,,,,,,,Morning Consult-10
280.5,10,Minnesota,10,50,44,,Oct 11,,,,,,,,Morning Consult-10
277.5,6,Minnesota,10,47,40,,Oct 06,,,,,,,,SurveyUSA-6
266.0,3,Minnesota,10,48,42,,Sep 23,,,,,,,,Mason Dixon-3
266.0,5,Minnesota,10,47,40,,Sep 24,,,,,,,,Suffolk U.-5
258.5,6,Minnesota,10,51,42,,Sep 17,,,,,,,,Redfield and Wilton Strategies-6
254.5,6,Minnesota,10,57,41,,Sep 13,,,,,,,,Langer Research-6
254.0,3,Minnesota,10,50,41,,Sep 11,,,,,,,,YouGov-3
253.0,3,Minnesota,10,50,41,,Sep 10,,,,,,,,Siena Coll.-3
252.5,10,Minnesota,10,48,44,,Sep 13,,,,,,,,Morning Consult-10
249.5,4,Minnesota,10,49,40,,Sep 07,,,,,,,,SurveyUSA-4
247.5,2,Minnesota,10,52,44,,Sep 04,,,,,,,,PPP-2
238.5,10,Minnesota,10,50,43,,Aug 30,,,,,,,,Morning Consult-10
222.0,3,Minnesota,10,51,49,,Aug 10,,,,,,,,Emerson Coll.-3
204.5,2,Minnesota,10,52,42,,Jul 23,,,,,,,,PPP-2
203.5,10,Minnesota,10,47,44,,Jul 26,,,,,,,,Morning Consult-10
201.0,3,Minnesota,10,51,38,,Jul 20,,,,,,,,Fox News-3
140.0,3,Minnesota,10,49,44,,May 20,,,,,,,,Mason-Dixon Polling-3
312.0,1,Mississippi,6,37,62,,Nov 07,,,,,,,,Election 2020-1
298.5,4,Mississippi,6,41,55,,Oct 26,,,,,,,,Civiqs-4
 58.0,3,Mississippi,6,41,56,,Feb 28,,,,,,,,Mason-Dixon-3
312.0,1,Missouri,10,41,57,,Nov 07,,,,,,,,Election 2020-1
300.5,10,Missouri,10,43,52,,Oct 31,,,,,,,,Morning Consult-10
274.5,14,Missouri,10,43,52,,Oct 07,,,,,,,,YouGov-14
260.5,2,Missouri,10,45,53,,Sep 17,,,,,,,,Missouri Scout-2
246.0,3,Missouri,10,44,49,,Sep 03,,,,,,,,We Ask America-3
179.0,9,Missouri,10,43,50,,Jul 01,,,,,,,,YouGov-9
147.5,2,Missouri,10,44,48,,May 27,,,,,,,,We Ask America-2
 57.5,2,Missouri,10,42,52,,Feb 27,,,,,,,,Remington Research-2
312.0,1,Montana,3,42,55,,Nov 07,,,,,,,,Election 2020-1
300.5,2,Montana,3,47,49,,Oct 27,,,,,,,,PPP-2
295.5,6,Montana,3,45,52,,Oct 24,,,,,,,,Montana State U.-6
293.0,3,Montana,3,43,49,,Oct 20,,,,,,,,Siena Coll.-3
291.5,6,Montana,3,43,51,,Oct 20,,,,,,,,Strategies 360-6
290.5,4,Montana,3,46,50,,Oct 18,,,,,,,,RMG Research-4
283.5,2,Montana,3,46,52,,Oct 10,,,,,,,,PPP-2
280.0,3,Montana,3,43,56,,Oct 07,,,,,,,,Emerson Coll.-3
267.0,19,Montana,3,44,51,,Oct 02,,,,,,,,Montana State U.-19
259.0,3,Montana,3,42,49,,Sep 16,,,,,,,,Siena Coll.-3
246.0,7,Montana,3,43,50,,Sep 05,,,,,,,,Fabrizio Ward/Hart Research-7
214.0,3,Montana,3,42,53,,Aug 02,,,,,,,,Emerson Coll.-3
205.5,2,Montana,3,45,50,,Jul 24,,,,,,,,PPP-2
194.0,3,Montana,3,45,49,,Jul 13,,,,,,,,Civiqs-3
191.5,2,Montana,3,42,51,,Jul 10,,,,,,,,PPP-2
173.5,10,Montana,3,38,52,,Jun 26,,,,,,,,U. of Montana-10
109.5,18,Montana,3,40,45,,Apr 27,,,,,,,,Montana State U.-18
 48.0,11,Montana,3,34,46,,Feb 22,,,,,,,,U. of Montana-11
312.0,1,Nebraska,5,40,58,,Nov 07,,,,,,,,Election 2020-1
  2.0,1,Nebraska,5,33,61,,Jan 02,,,,,,,,Election 2016-1
312.0,1,Nevada,6,50,48,,Nov 07,,,,,,,,Election 2020-1
304.0,3,Nevada,6,49,47,,Oct 31,,,,,,,,Emerson Coll.-3
298.5,4,Nevada,6,49,43,,Oct 26,,,,,,,,Siena Coll.-4
293.5,8,Nevada,6,50,41,,Oct 23,,,,,,,,U. of Nevada-8
292.5,4,Nevada,6,52,43,,Oct 20,,,,,,,,Civiqs-4
281.5,4,Nevada,6,52,46,,Oct 09,,,,,,,,YouGov-4
278.0,5,Nevada,6,48,42,,Oct 06,,,,,,,,Siena Coll.-5
265.5,4,Nevada,6,52,41,,Sep 23,,,,,,,,Fox News-4
261.5,16,Nevada,6,46,41,,Sep 25,,,,,,,,U. of Nevada-16
253.0,3,Nevada,6,46,42,,Sep 10,,,,,,,,Siena Coll.-3
238.0,11,Nevada,6,44,39,,Aug 30,,,,,,,,U. of Nevada-11
 51.0,3,Nevada,6,44,41,,Feb 21,,,,,,,,AtlasIntel-3
  6.5,4,Nevada,6,47,39,,Jan 08,,,,,,,,Fox News-4
312.0,1,New Hampshire,4,53,45,,Nov 07,,,,,,,,Election 2020-1
301.0,3,New Hampshire,4,58,39,,Oct 28,,,,,,,,ARG-3
300.0,5,New Hampshire,4,53,45,,Oct 28,,,,,,,,U. of New Hampshire-5
298.5,4,New Hampshire,4,52,44,,Oct 26,,,,,,,,St. Anselm Coll.-4
295.0,11,New Hampshire,4,53,43,,Oct 26,,,,,,,,U. of Mass.-11
284.5,4,New Hampshire,4,55,43,,Oct 12,,,,,,,,U. of New Hampshire-4
284.0,5,New Hampshire,4,51,41,,Oct 12,,,,,,,,Suffolk U.-5
276.5,4,New Hampshire,4,53,41,,Oct 04,,,,,,,,St. Anselm Coll.-4
274.5,2,New Hampshire,4,53,45,,Oct 01,,,,,,,,Emerson Coll.-2
270.5,4,New Hampshire,4,53,44,,Sep 28,,,,,,,,ARG-4
270.0,5,New Hampshire,4,53,44,,Sep 28,,,,,,,,U. of New Hampshire-5
268.0,3,New Hampshire,4,56,42,,Sep 25,,,,,,,,Pulse Opinion Research-3
265.0,9,New Hampshire,4,53,44,,Sep 25,,,,,,,,U. of Mass.-9
253.5,4,New Hampshire,4,45,42,,Sep 11,,,,,,,,Siena Coll.-4
229.0,3,New Hampshire,4,51,43,,Aug 17,,,,,,,,St. Anselm Coll.-3
204.0,13,New Hampshire,4,53,40,,Jul 28,,,,,,,,U. of New Hampshire-13
172.0,5,New Hampshire,4,52,39,,Jun 22,,,,,,,,U. of New Hampshire-5
166.5,4,New Hampshire,4,49,42,,Jun 16,,,,,,,,St. Anselm College-4
137.0,5,New Hampshire,4,44,46,,May 18,,,,,,,,U. of New Hampshire-5
116.0,5,New Hampshire,4,50,42,,Apr 27,,,,,,,,St. Anselm College-5
 53.0,7,New Hampshire,4,44,46,,Feb 25,,,,,,,,U. of New Hampshire-7
 40.0,3,New Hampshire,4,44,46,,Feb 10,,,,,,,,AtlasIntel-3
 21.5,4,New Hampshire,4,51,43,,Jan 23,,,,,,,,Marist Coll.-4
312.0,1,New Jersey,14,61,38,,Nov 07,,,,,,,,Election 2020-1
305.5,2,New Jersey,14,56,38,,Nov 01,,,,,,,,Research Co.-2
295.0,7,New Jersey,14,61,37,,Oct 24,,,,,,,,Rutgers-Eagleton-7
284.0,7,New Jersey,14,56,36,,Oct 13,,,,,,,,Stockton U.-7
283.0,9,New Jersey,14,56,34,,Oct 13,,,,,,,,DKC Analytics-9
276.5,6,New Jersey,14,53,38,,Oct 05,,,,,,,,Fairleigh Dickinson U.-6
249.5,4,New Jersey,14,58,40,,Sep 07,,,,,,,,Emerson Coll.-4
222.0,9,New Jersey,14,52,33,,Aug 13,,,,,,,,DKC Analytics-9
191.5,6,New Jersey,14,51,33,,Jul 12,,,,,,,,DKC Analytics-6
123.0,5,New Jersey,14,54,35,,May 04,,,,,,,,Quinnipiac U.-5
118.0,11,New Jersey,14,56,33,,May 02,,,,,,,,Rutgers-Eagleton-11
108.5,4,New Jersey,14,54,38,,Apr 19,,,,,,,,Monmouth U.-4
 45.0,5,New Jersey,14,53,35,,Feb 16,,,,,,,,Fairleigh Dickinson U.-5
312.0,1,New Mexico,5,54,44,,Nov 07,,,,,,,,Election 2020-1
300.0,7,New Mexico,5,54,42,,Oct 29,,,,,,,,Research and Polling-7
274.5,2,New Mexico,5,53,39,,Oct 01,,,,,,,,PPP-2
242.5,8,New Mexico,5,54,39,,Sep 02,,,,,,,,Research and Polling-8
164.5,2,New Mexico,5,53,39,,Jun 13,,,,,,,,PPP-2
111.5,2,New Mexico,5,52,40,,Apr 21,,,,,,,,PPP-2
  4.5,4,New Mexico,5,54,46,,Jan 06,,,,,,,,Emerson Coll.-4
312.0,1,New York,29,58,41,,Nov 07,,,,,,,,Election 2020-1
305.5,2,New York,29,61,33,,Nov 01,,,,,,,,Research Co.-2
272.0,3,New York,29,61,29,,Sep 29,,,,,,,,Siena Coll.-3
234.5,2,New York,29,63,32,,Aug 22,,,,,,,,PPP-2
176.0,3,New York,29,57,32,,Jun 25,,,,,,,,Siena Coll.-3
140.0,5,New York,29,57,32,,May 21,,,,,,,,Siena Coll.-5
123.0,5,New York,29,55,32,,May 04,,,,,,,,Quinnipiac U.-5
112.0,5,New York,29,65,29,,Apr 23,,,,,,,,Siena Coll.-5
 84.0,5,New York,29,58,33,,Mar 26,,,,,,,,Siena Coll.-5
 49.0,5,New York,29,55,36,,Feb 20,,,,,,,,Siena Coll.-5
312.0,1,North Carolina,15,49,50,,Nov 07,,,,,,,,Election 2020-1
304.5,2,North Carolina,15,48,50,,Oct 31,,,,,,,,AtlasIntel-2
304.0,3,North Carolina,15,47,47,,Oct 31,,,,,,,,Emerson Coll.-3
303.5,6,North Carolina,15,49,48,,Nov 01,,,,,,,,Ipsos-6
302.5,2,North Carolina,15,47,48,,Oct 29,,,,,,,,Pulse Opinion Research-2
301.5,2,North Carolina,15,49,47,,Oct 28,,,,,,,,East Carolina U.-2
301.5,4,North Carolina,15,49,47,,Oct 29,,,,,,,,Redfield and Wilton Strategies-4
301.5,4,North Carolina,15,49,48,,Oct 29,,,,,,,,HarrisX-4
300.5,2,North Carolina,15,51,47,,Oct 27,,,,,,,,PPP-2
300.5,4,North Carolina,15,52,46,,Oct 28,,,,,,,,Marist Coll.-4
300.5,8,North Carolina,15,51,45,,Oct 30,,,,,,,,SSRS-8
300.5,10,North Carolina,15,49,48,,Oct 31,,,,,,,,Morning Consult-10
299.0,3,North Carolina,15,48,47,,Oct 26,,,,,,,,RMG Research-3
299.0,5,North Carolina,15,48,45,,Oct 27,,,,,,,,Siena Coll.-5
298.5,4,North Carolina,15,48,48,,Oct 26,,,,,,,,SurveyUSA-4
298.0,7,North Carolina,15,49,48,,Oct 27,,,,,,,,Ipsos-7
297.5,4,North Carolina,15,47,46,,Oct 25,,,,,,,,Harper Polling-4
297.0,7,North Carolina,15,48,48,,Oct 26,,,,,,,,U. of Mass.-7
295.5,4,North Carolina,15,51,47,,Oct 23,,,,,,,,YouGov-4
294.5,2,North Carolina,15,48,49,,Oct 21,,,,,,,,Pulse Opinion Research-2
292.5,4,North Carolina,15,50,44,,Oct 20,,,,,,,,Citizen Data-4
291.5,4,North Carolina,15,48,44,,Oct 19,,,,,,,,Meredith Coll.-4
291.0,7,North Carolina,15,49,46,,Oct 20,,,,,,,,Ipsos-7
290.5,4,North Carolina,15,51,47,,Oct 18,,,,,,,,East Carolina U.-4
289.5,10,North Carolina,15,50,47,,Oct 20,,,,,,,,Morning Consult-10
288.5,6,North Carolina,15,50,48,,Oct 17,,,,,,,,Langer Research-6
287.5,2,North Carolina,15,49,49,,Oct 14,,,,,,,,Emerson Coll.-2
286.5,4,North Carolina,15,51,46,,Oct 14,,,,,,,,Civiqs-4
285.5,4,North Carolina,15,49,46,,Oct 13,,,,,,,,Redfield and Wilton Strategies-4
285.0,5,North Carolina,15,46,42,,Oct 13,,,,,,,,Siena Coll.-5
284.0,7,North Carolina,15,48,47,,Oct 13,,,,,,,,Ipsos-7
283.5,4,North Carolina,15,50,45,,Oct 11,,,,,,,,SurveyUSA-4
283.5,4,North Carolina,15,50,46,,Oct 11,,,,,,,,Monmouth U.-4
280.5,10,North Carolina,15,50,46,,Oct 11,,,,,,,,Morning Consult-10
279.0,3,North Carolina,15,49,44,,Oct 06,,,,,,,,Redfield and Wilton Strategies-3
278.5,2,North Carolina,15,50,46,,Oct 05,,,,,,,,PPP-2
277.0,3,North Carolina,15,50,47,,Oct 04,,,,,,,,East Carolina U.-3
276.5,8,North Carolina,15,47,47,,Oct 06,,,,,,,,Ipsos-8
268.5,4,North Carolina,15,47,45,,Sep 26,,,,,,,,Redfield and Wilton Strategies-4
267.5,4,North Carolina,15,48,46,,Sep 25,,,,,,,,YouGov-4
265.5,8,North Carolina,15,48,49,,Sep 25,,,,,,,,U. of Mass.-8
264.0,5,North Carolina,15,46,45,,Sep 22,,,,,,,,Meredith Coll.-5
262.5,4,North Carolina,15,44,45,,Sep 20,,,,,,,,Harper Polling-4
261.0,3,North Carolina,15,51,49,,Sep 18,,,,,,,,Emerson Coll.-3
257.5,4,North Carolina,15,47,45,,Sep 15,,,,,,,,Redfield and Wilton Strategies-4
257.5,6,North Carolina,15,45,44,,Sep 16,,,,,,,,Siena Coll.-6
257.5,6,North Carolina,15,47,47,,Sep 16,,,,,,,,Ipsos-6
256.5,4,North Carolina,15,47,43,,Sep 14,,,,,,,,Suffolk U.-4
255.0,5,North Carolina,15,47,47,,Sep 13,,,,,,,,SurveyUSA-5
255.0,5,North Carolina,15,49,46,,Sep 13,,,,,,,,SSRS-5
251.5,2,North Carolina,15,48,49,,Sep 08,,,,,,,,Pulse Opinion Research-2
249.5,16,North Carolina,15,45,43,,Sep 13,,,,,,,,Kaiser/Cook-16
246.5,12,North Carolina,15,48,48,,Sep 08,,,,,,,,Benenson Strategy/GS Strategy-12
245.0,5,North Carolina,15,43,44,,Sep 03,,,,,,,,Redfield and Wilton Strategies-5
243.5,4,North Carolina,15,48,46,,Sep 01,,,,,,,,Monmouth U.-4
243.5,4,North Carolina,15,50,46,,Sep 01,,,,,,,,Fox News-4
242.5,2,North Carolina,15,47,49,,Aug 30,,,,,,,,East Carolina U.-2
238.5,10,North Carolina,15,49,47,,Aug 30,,,,,,,,Morning Consult-10
231.5,10,North Carolina,15,49,46,,Aug 23,,,,,,,,Morning Consult-10
229.5,2,North Carolina,15,44,46,,Aug 17,,,,,,,,Redfield and Wilton Strategies-2
225.5,2,North Carolina,15,47,47,,Aug 13,,,,,,,,East Carolina U.-2
222.0,3,North Carolina,15,49,51,,Aug 10,,,,,,,,Emerson Coll.-3
221.0,5,North Carolina,15,45,44,,Aug 10,,,,,,,,Harper Polling-5
219.5,2,North Carolina,15,47,48,,Aug 07,,,,,,,,Pulse Opinion Research-2
212.5,2,North Carolina,15,49,46,,Jul 31,,,,,,,,PPP-2
211.5,4,North Carolina,15,48,44,,Jul 31,,,,,,,,YouGov-4
205.5,2,North Carolina,15,49,46,,Jul 24,,,,,,,,PPP-2
204.0,3,North Carolina,15,44,40,,Jul 23,,,,,,,,Zogby Analytics-3
203.5,10,North Carolina,15,47,47,,Jul 26,,,,,,,,Morning Consult-10
202.0,3,North Carolina,15,43,42,,Jul 21,,,,,,,,Redfield and Wilton Strategies-3
200.0,9,North Carolina,15,51,44,,Jul 22,,,,,,,,Marist Coll.-9
189.5,2,North Carolina,15,50,46,,Jul 08,,,,,,,,PPP-2
175.5,4,North Carolina,15,45,44,,Jun 25,,,,,,,,East Carolina U.-4
174.5,2,North Carolina,15,48,46,,Jun 23,,,,,,,,PPP-2
173.5,4,North Carolina,15,47,45,,Jun 23,,,,,,,,Fox News-4
167.5,4,North Carolina,15,46,40,,Jun 17,,,,,,,,Redfield and Wilton Strategies-4
165.0,11,North Carolina,15,49,40,,Jun 18,,,,,,,,Siena Coll.-11
154.5,2,North Carolina,15,49,45,,Jun 03,,,,,,,,PPP-2
148.0,3,North Carolina,15,44,47,,May 28,,,,,,,,Harper Polling-3
137.5,10,North Carolina,15,42,42,,May 21,,,,,,,,Neighborhood Research and Media-10
133.0,5,North Carolina,15,45,43,,May 14,,,,,,,,Redfield and Wilton Strategies-5
132.0,5,North Carolina,15,47,47,,May 13,,,,,,,,Meeting Street Insights-5
129.0,3,North Carolina,15,43,46,,May 09,,,,,,,,East Carolina University-3
124.0,3,North Carolina,15,49,46,,May 04,,,,,,,,Civiqs-3
118.5,2,North Carolina,15,47,40,,Apr 28,,,,,,,,Meredith College-2
115.5,4,North Carolina,15,50,45,,Apr 26,,,,,,,,SurveyUSA-4
111.5,2,North Carolina,15,49,46,,Apr 21,,,,,,,,PPP-2
105.5,2,North Carolina,15,48,47,,Apr 15,,,,,,,,PPP-2
 97.0,3,North Carolina,15,42,49,,Apr 07,,,,,,,,Harper Polling-3
 58.5,2,North Carolina,15,48,46,,Feb 28,,,,,,,,East Carolina U.-2
 56.0,5,North Carolina,15,45,49,,Feb 27,,,,,,,,Marist Coll.-5
 48.0,5,North Carolina,15,46,44,,Feb 19,,,,,,,,Climate Nexus-5
 45.5,4,North Carolina,15,45,49,,Feb 16,,,,,,,,WRAL-TV-4
 45.5,4,North Carolina,15,49,45,,Feb 16,,,,,,,,SurveyUSA-4
312.0,1,North Dakota,3,32,65,,Nov 07,,,,,,,,Election 2020-1
